epoch,iteration,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc,elapsed_time
0,0,,,,,,2740.049253191267,9.836256980895996,0.0001756474460874285,0,0,9.097327
0,0,3784.173828125,-81.70600891113281,-0.8170600891113281,0.0,0.0,,,,,,9.315229
0,1,3665.90087890625,-74.01879119873047,-0.7401879119873047,0.0,0.0,,,,,,9.326038
0,2,3989.443359375,-77.34578704833984,-0.7734578704833984,0.0,0.0,,,,,,9.335773
0,3,3760.0595703125,-33.28957748413086,-0.3328957748413086,0.0,0.0,,,,,,9.344508
0,4,3354.82080078125,-71.43733978271484,-0.7143733978271485,0.0,0.0,,,,,,9.353028
0,5,7641.4951171875,-147.21121215820312,-1.4721121215820312,0.0,0.0,,,,,,9.361456
0,6,5328.2109375,-128.2411346435547,-1.2824113464355469,0.0,0.0,,,,,,9.369885
0,7,5152.59912109375,-84.69754791259766,-0.8469754791259766,0.0,0.0,,,,,,9.378719
0,8,3242.00048828125,-67.31432342529297,-0.6731432342529297,0.0,0.0,,,,,,9.387766
0,9,5834.7041015625,-136.29931640625,-1.3629931640625,0.0,0.0,,,,,,9.396576
0,10,6461.40673828125,-145.3072967529297,-1.4530729675292968,0.0,0.0,,,,,,9.405421
0,11,2853.521240234375,8.905439376831055,0.08905439376831055,0.0,0.0,,,,,,9.414594
0,12,3727.2763671875,-45.45022201538086,-0.4545022201538086,0.0,0.0,,,,,,9.423803
0,13,6889.75390625,-148.0848846435547,-1.480848846435547,0.0,0.0,,,,,,9.433114
0,14,3806.24072265625,-72.1176986694336,-0.7211769866943359,0.0,0.0,,,,,,9.441373
0,15,5829.349609375,-130.68577575683594,-1.3068577575683593,0.0,0.0,,,,,,9.449622
0,16,2768.50244140625,-44.60157012939453,-0.4460157012939453,0.0,0.0,,,,,,9.457865
0,17,4014.191162109375,-89.73238372802734,-0.8973238372802734,0.0,0.0,,,,,,9.466089
0,18,2261.093017578125,6.9957146644592285,0.06995714664459228,0.0,0.0,,,,,,9.474345
0,19,3504.9970703125,-75.62555694580078,-0.7562555694580078,0.0,0.0,,,,,,9.482698
0,20,4549.05517578125,-104.81452178955078,-1.0481452178955077,0.0,0.0,,,,,,9.491657
0,21,4482.958984375,-107.63609313964844,-1.0763609313964844,0.0,0.0,,,,,,9.500493
0,22,3059.280517578125,-57.27521514892578,-0.5727521514892578,0.0,0.0,,,,,,9.509322
0,23,6742.708984375,-153.75244140625,-1.5375244140625,0.0,0.0,,,,,,9.518026
0,24,2899.3359375,-1.279274821281433,-0.012792748212814332,0.0,0.0,,,,,,9.527158
0,25,3974.4541015625,-92.65291595458984,-0.9265291595458984,0.0,0.0,,,,,,9.536399
0,26,4683.2978515625,-106.06417846679688,-1.0606417846679688,0.0,0.0,,,,,,9.544812
0,27,5355.2734375,-129.20042419433594,-1.2920042419433593,0.0,0.0,,,,,,9.553431
0,28,4286.6669921875,-96.01211547851562,-0.9601211547851562,0.0,0.0,,,,,,9.561873
0,29,4464.921875,-107.09626007080078,-1.0709626007080078,0.0,0.0,,,,,,9.570209
0,30,4517.033203125,-100.56800079345703,-1.0056800079345702,0.0,0.0,,,,,,9.579786
0,31,6203.11767578125,-143.97979736328125,-1.4397979736328126,0.0,0.0,,,,,,9.58946
0,32,2873.076416015625,-46.838260650634766,-0.46838260650634767,0.0,0.0,,,,,,9.59869
0,33,4551.86376953125,-61.482173919677734,-0.6148217391967773,0.0,0.0,,,,,,9.607676
0,34,2730.187744140625,-16.26569366455078,-0.16265693664550782,0.0,0.0,,,,,,9.616765
0,35,6645.86328125,-147.24916076660156,-1.4724916076660157,0.0,0.0,,,,,,9.625427
0,36,3149.745849609375,-49.53034591674805,-0.4953034591674805,0.0,0.0,,,,,,9.634182
0,37,9389.9443359375,-191.23814392089844,-1.9123814392089844,0.0,0.0,,,,,,9.643111
0,38,4105.2890625,-82.4551773071289,-0.824551773071289,0.0,0.0,,,,,,9.651578
0,39,4213.4462890625,-97.6663589477539,-0.9766635894775391,0.0,0.0,,,,,,9.659961
0,40,5712.97412109375,-125.94129180908203,-1.2594129180908202,0.0,0.0,,,,,,9.668218
0,41,4233.31396484375,-101.1867446899414,-1.011867446899414,0.0,0.0,,,,,,9.676754
0,42,4120.515625,-90.69379425048828,-0.9069379425048828,0.0,0.0,,,,,,9.685648
0,43,4813.00146484375,-76.6310043334961,-0.7663100433349609,0.0,0.0,,,,,,9.694394
0,44,3224.021240234375,-66.06817626953125,-0.6606817626953125,0.0,0.0,,,,,,9.703282
0,45,7145.6650390625,-161.55320739746094,-1.6155320739746093,0.0,0.0,,,,,,9.712254
0,46,2651.385986328125,-3.8861422538757324,-0.03886142253875732,0.0,0.0,,,,,,9.721006
0,47,2882.59375,-18.937740325927734,-0.18937740325927735,0.0,0.0,,,,,,9.729031
0,48,4730.08984375,-113.69347381591797,-1.1369347381591797,0.0,0.0,,,,,,9.737441
0,49,3608.9580078125,-77.93197631835938,-0.7793197631835938,0.0,0.0,,,,,,9.746432
0,50,4122.40478515625,-93.4156265258789,-0.934156265258789,0.0,0.0,,,,,,9.754974
0,51,2787.999267578125,5.842799663543701,0.05842799663543701,0.0,0.0,,,,,,9.762698
0,52,4240.07568359375,-97.85517883300781,-0.9785517883300782,0.0,0.0,,,,,,9.771041
0,53,2646.567138671875,9.987537384033203,0.09987537384033203,0.0,0.0,,,,,,9.779727
0,54,4302.087890625,-55.27467346191406,-0.5527467346191406,0.0,0.0,,,,,,9.789369
0,55,5624.1865234375,-112.07936096191406,-1.1207936096191407,0.0,0.0,,,,,,9.797815
0,56,3177.029296875,-12.909530639648438,-0.12909530639648437,0.0,0.0,,,,,,9.80647
0,57,6256.0595703125,-121.38815307617188,-1.2138815307617188,0.0,0.0,,,,,,9.815366
