epoch,iteration,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc,elapsed_time
0,0,,,,,,5058.6444297861535,14.091842651367188,0.00025164004734584266,0,0,8.021731
0,0,16178.05078125,-117.5024185180664,-1.175024185180664,0.0,0.0,,,,,,8.216906
0,1,1802.277587890625,-30.860614776611328,-0.3086061477661133,0.0,0.0,,,,,,8.223301
0,2,22910.01953125,-158.3570556640625,-1.583570556640625,0.0,0.0,,,,,,8.229128
0,3,27836.13671875,-111.72294616699219,-1.1172294616699219,0.0,0.0,,,,,,8.234621
0,4,46273.62890625,-216.68734741210938,-2.1668734741210938,0.0,0.0,,,,,,8.239583
0,5,28517.93359375,-147.70428466796875,-1.4770428466796874,0.0,0.0,,,,,,8.244362
0,6,29521.287109375,-176.29629516601562,-1.7629629516601562,0.0,0.0,,,,,,8.249409
0,7,6998.12939453125,-72.88792419433594,-0.7288792419433594,0.0,0.0,,,,,,8.254189
0,8,9126.287109375,-51.68263626098633,-0.5168263626098633,0.0,0.0,,,,,,8.259015
0,9,26870.71484375,-112.11925506591797,-1.1211925506591798,0.0,0.0,,,,,,8.263868
0,10,26826.994140625,-168.37245178222656,-1.6837245178222657,0.0,0.0,,,,,,8.269088
0,11,88793.4453125,-300.15447998046875,-3.0015447998046874,0.0,0.0,,,,,,8.274065
0,12,33456.6796875,-136.4687957763672,-1.364687957763672,0.0,0.0,,,,,,8.278921
0,13,22809.5,-138.2795867919922,-1.382795867919922,0.0,0.0,,,,,,8.283837
0,14,7730.1044921875,-1.6495697498321533,-0.016495697498321533,0.0,0.0,,,,,,8.288968
0,15,48040.8359375,-201.0229949951172,-2.0102299499511718,0.0,0.0,,,,,,8.293699
0,16,10998.8681640625,-29.314159393310547,-0.29314159393310546,0.0,0.0,,,,,,8.298694
0,17,9596.828125,-93.13961029052734,-0.9313961029052734,0.0,0.0,,,,,,8.303733
0,18,67283.8515625,-269.3336486816406,-2.6933364868164062,0.0,0.0,,,,,,8.308901
0,19,11350.8681640625,-101.20054626464844,-1.0120054626464843,0.0,0.0,,,,,,8.313699
0,20,27043.830078125,-123.38829803466797,-1.2338829803466798,0.0,0.0,,,,,,8.319193
0,21,48133.92578125,-219.4239044189453,-2.194239044189453,0.0,0.0,,,,,,8.324798
0,22,34030.3125,-178.52915954589844,-1.7852915954589843,0.0,0.0,,,,,,8.330302
0,23,33424.921875,-164.52430725097656,-1.6452430725097655,0.0,0.0,,,,,,8.335273
0,24,21522.59375,-117.26921844482422,-1.172692184448242,0.0,0.0,,,,,,8.340641
0,25,62662.72265625,-258.2541809082031,-2.582541809082031,0.0,0.0,,,,,,8.345548
0,26,15095.310546875,-113.48873901367188,-1.1348873901367187,0.0,0.0,,,,,,8.351182
0,27,25558.626953125,-161.99143981933594,-1.6199143981933595,0.0,0.0,,,,,,8.356332
0,28,9503.544921875,-77.14675903320312,-0.7714675903320313,0.0,0.0,,,,,,8.361462
0,29,53019.875,-203.7947998046875,-2.037947998046875,0.0,0.0,,,,,,8.36737
0,30,57228.89453125,-218.0880126953125,-2.180880126953125,0.0,0.0,,,,,,8.372775
0,31,8908.3935546875,-54.71281433105469,-0.5471281433105468,0.0,0.0,,,,,,8.378041
0,32,40748.1015625,-204.76400756835938,-2.047640075683594,0.0,0.0,,,,,,8.383382
0,33,40135.6796875,-204.02708435058594,-2.0402708435058594,0.0,0.0,,,,,,8.388559
0,34,4453.47265625,-2.230628728866577,-0.022306287288665773,0.0,0.0,,,,,,8.394587
